time,step_frequency
2025-07-15 22:53:31.924382,72
2025-07-15 22:53:33.930859,71
2025-07-15 22:53:35.937866,71
2025-07-15 22:53:37.946954,71
2025-07-15 22:53:39.957159,71
2025-07-15 22:53:41.964668,71
2025-07-15 22:53:43.974821,70
2025-07-15 22:53:45.985176,69
2025-07-15 22:53:47.992175,70
2025-07-15 22:53:49.999161,69
2025-07-15 22:53:52.005811,70
2025-07-15 22:53:54.014689,70
2025-07-15 22:53:56.024359,71
2025-07-15 22:53:58.031468,71
2025-07-15 22:54:00.039764,70
2025-07-15 22:54:02.047827,70
2025-07-15 22:54:04.055291,69
2025-07-15 22:54:06.063150,69
2025-07-15 22:54:08.071006,69
2025-07-15 22:54:10.079342,68
2025-07-15 22:54:12.087514,68
2025-07-15 22:54:14.096056,68
2025-07-15 22:54:16.103113,70
2025-07-15 22:54:18.110755,70
2025-07-15 22:54:20.118920,70
2025-07-15 22:54:22.125785,70
2025-07-15 22:54:24.132669,70
2025-07-15 22:54:26.141837,70
2025-07-15 22:54:28.150819,71
2025-07-15 22:54:30.159728,71
2025-07-15 22:54:32.168989,71
2025-07-15 22:54:34.177910,71
2025-07-15 22:54:36.186861,71
2025-07-15 22:54:38.196217,71
2025-07-15 22:54:40.205044,71
2025-07-15 22:54:42.212934,71
2025-07-15 22:54:44.220963,70
2025-07-15 22:54:46.228923,72
2025-07-15 22:54:48.237318,71
2025-07-15 22:54:50.245651,71
2025-07-15 22:54:52.254000,70
2025-07-15 22:54:54.264164,70
2025-07-15 22:54:56.273899,71
2025-07-15 22:54:58.282858,70
2025-07-15 22:55:00.291458,70
2025-07-15 22:55:02.301974,71
2025-07-15 22:55:04.308704,70
2025-07-15 22:55:06.315386,70
2025-07-15 22:55:08.321641,71
2025-07-15 22:55:10.330882,72
2025-07-15 22:55:12.340267,70
2025-07-15 22:55:14.346657,71
2025-07-15 22:55:16.352951,70
2025-07-15 22:55:18.361441,70
2025-07-15 22:55:20.369338,71
2025-07-15 22:55:22.378262,70
2025-07-15 22:55:24.387612,69
2025-07-15 22:55:26.396448,70
2025-07-15 22:55:28.404186,70
2025-07-15 22:55:30.413503,70
2025-07-15 22:55:32.419895,71
2025-07-15 22:55:34.426255,70
2025-07-15 22:55:36.433064,70
2025-07-15 22:55:38.439822,71
2025-07-15 22:55:40.446952,71
2025-07-15 22:55:42.453507,69
2025-07-15 22:55:44.459813,70
2025-07-15 22:55:46.469664,69
2025-07-15 22:55:48.478611,69
2025-07-15 22:55:50.485005,70
2025-07-15 22:55:52.493838,71
2025-07-15 22:55:54.502721,71
2025-07-15 22:55:56.512740,72
2025-07-15 22:55:58.521911,72
2025-07-15 22:56:00.528859,72
2025-07-15 22:56:02.535891,73
2025-07-15 22:56:04.542766,72
2025-07-15 22:56:06.550163,70
2025-07-15 22:56:08.556914,70
2025-07-15 22:56:10.563823,69
2025-07-15 22:56:12.572753,69
2025-07-15 22:56:14.580484,70
2025-07-15 22:56:16.588159,70
2025-07-15 22:56:18.596188,70
2025-07-15 22:56:20.604562,72
2025-07-15 22:56:22.613556,73
2025-07-15 22:56:24.649980,75
2025-07-15 22:56:26.658893,73
2025-07-15 22:56:28.667928,70
2025-07-15 22:56:30.676794,68
2025-07-15 22:56:32.686273,71
2025-07-15 22:56:34.695528,68
2025-07-15 22:56:36.704801,65
2025-07-15 22:56:38.711605,63
2025-07-15 22:56:40.718160,60
2025-07-15 22:56:42.725017,58
2025-07-15 22:56:44.731603,56
2025-07-15 22:56:46.738395,53
2025-07-15 22:56:48.744920,55
2025-07-15 22:56:50.751729,53
2025-07-15 22:56:52.758228,56
2025-07-15 22:56:54.764994,53
2025-07-15 22:56:56.771803,57
2025-07-15 22:56:58.778568,60
2025-07-15 22:57:00.785438,64
2025-07-15 22:57:02.793416,63
2025-07-15 22:57:04.801771,62
2025-07-15 22:57:06.809362,61
2025-07-15 22:57:08.816744,65
2025-07-15 22:57:10.823303,62
2025-07-15 22:57:12.830506,59
2025-07-15 22:57:14.839954,57
2025-07-15 22:57:16.846139,53
2025-07-15 22:57:18.853111,49
2025-07-15 22:57:20.859684,44
2025-07-15 22:57:22.868939,44
2025-07-15 22:57:24.878319,44
2025-07-15 22:57:26.884275,44
2025-07-15 22:57:28.890075,39
2025-07-15 22:57:30.899531,39
2025-07-15 22:57:32.907300,39
2025-07-15 22:57:34.915608,39
2025-07-15 22:57:36.924957,39
