time,speed,step_frequency,heart_rate,steps_time_diff_seconds,heart_time_diff_seconds
2025-07-15 22:29:05.839681,0.03343886,16,66,0.47216,114.201355
2025-07-15 22:29:07.902021,0.013375544,16,66,0.416323,112.139015
2025-07-15 22:29:09.964429,0.1059754639999999,14,66,0.359046,110.076607
2025-07-15 22:29:12.026959,0.0303521959999999,12,66,0.30300499999999997,108.014077
2025-07-15 22:29:14.089805,0.034982192,10,66,0.246942,105.951231
2025-07-15 22:29:16.152031,0.045785516,8,66,0.19145199999999996,103.889005
2025-07-15 22:29:18.214617,0.04115552,6,66,0.13564600000000004,101.826419
2025-07-15 22:29:20.277240,0.055559952,4,66,0.08078300000000005,99.763796
2025-07-15 22:29:22.339286,0.047843292,2,66,0.025197000000000025,97.70175
2025-07-15 22:29:24.402323,0.029837752,0,66,0.031274,95.638713
2025-07-15 22:29:26.464744,0.024693312,0,66,0.087095,93.576292
2025-07-15 22:29:28.526879,0.25979422,0,66,0.140382,91.514157
2025-07-15 22:29:30.589768,0.103917688,0,66,0.196588,89.451268
2025-07-15 22:29:32.651817,0.034982192,0,66,0.24073,87.389219
2025-07-15 22:29:34.714264,0.04629996,0,66,0.292667,85.326772
2025-07-15 22:29:36.777123,0.039097744,0,66,0.348681,83.263913
2025-07-15 22:29:38.839672,0.04887218,0,66,0.402345,81.201364
2025-07-15 22:29:40.901898,0.032409972,0,66,0.456628,79.139138
2025-07-15 22:29:42.964720,0.23407202,1,66,0.511571,77.076316
2025-07-15 22:29:45.026686,0.204234268,1,66,0.566942,75.01435
