speed,step_frequency,heart_rate
3.85833e-06,17,92
1.0003077777777778e-05,19,93
1.0431781111111082e-05,19,91
1.929165e-05,19,90
1.6147825555555557e-05,20,89
1.571912222222222e-05,25,89
2.986633222222222e-05,25,90
1.4861715555555556e-05,30,93
2.6293804444444445e-05,35,93
1.0431781111111082e-05,40,92
1.3432704444444444e-05,45,90
9.288572222222222e-06,50,88
9.288572222222222e-06,55,88
1.5004616666666667e-05,55,89
1.6147825555555557e-05,55,89
1.2003693333333332e-05,55,90
9.431473333333332e-06,55,89
1.3575605555555555e-05,55,89
8.716967777777776e-06,56,90
2.2435474444444443e-05,54,91
1.3718506666666665e-05,49,91
4.658576222222222e-05,47,91
2.57222e-05,47,91
4.329903666666667e-05,47,92
5.130149888888889e-05,45,91
4.5013849999999996e-05,44,91
3.058083777777778e-05,46,91
5.0444092222222196e-05,48,90
0.0002446467022222222,48,92
8.11678311111111e-05,48,93
3.7582992222222225e-05,49,94
2.4150287777777778e-05,50,94
1.6290726666666667e-05,47,95
2.7722815555555557e-05,47,95
9.288572222222222e-06,42,94
2.829442e-05,37,93
6.859253333333333e-06,32,92
2.5436397777777776e-05,27,93
2.043485888888889e-05,22,94
4.086971777777778e-05,17,93
0.00012189464777777777,17,92
0.00019877544555555555,17,90
0.00012961130777777778,17,89
9.531504111111112e-05,17,89
4.1298421111111114e-05,17,90
4.1870025555555526e-05,15,91
3.701138777777778e-05,15,90
8.988479888888889e-05,15,90
3.0009233333333334e-05,15,89
2.5865101111111112e-05,15,89
3.2867255555555554e-05,14,89
4.144132222222222e-06,12,89
1.6004924444444444e-05,11,89
8.288264444444443e-06,9,89
3.701138777777778e-05,7,89
3.158114555555556e-05,5,89
1.28611e-05,5,90
2.1435166666666668e-05,4,92
2.4007386666666664e-05,2,93
2.043485888888889e-05,0,94
5.8589455555555555e-06,0,92
8.188233666666666e-05,0,89
0.00030480807,2,91
0.00029794881666666667,5,91
0.0003676845588888889,8,93
0.00043256166333333334,10,95
0.00032495712666666664,13,100
0.0003070944877777778,16,96
0.0003525370411111111,20,97
0.00038840522,22,97
0.00037554412,24,96
0.00033681791888888886,27,95
0.00042441630000000004,29,96
0.0004392780155555555,32,97
0.00034524908444444444,34,99
0.0003342456988888889,37,101
0.00036739875666666667,40,101
0.00037540121888888887,42,101
0.0002933759811111111,45,101
0.0002892318488888889,47,101
0.0003392472377777778,50,101
0.00034281976555555554,53,101
0.00032167040111111115,56,100
0.00036139691,59,100
0.00034910741444444445,62,101
0.0003066657844444444,65,102
0.0003186694777777778,68,103
0.00037640152666666666,71,105
0.0002969485088888889,76,103
0.00031338213666666666,77,103
0.0003611111077777778,78,102
0.00036925647111111116,77,101
0.00030323615777777774,77,99
0.00034853581,77,95
0.00038840522,77,93
0.0003469638977777778,75,90
0.00043341907,75,90
0.00038740491222222223,76,86
0.00031738336777777776,75,93
0.00030838059777777777,76,98
0.00039326385777777777,76,98
0.0004104119911111111,77,96
0.00031266763111111116,76,87
0.0004101261888888889,75,82
0.00036268302,76,80
0.0003039506633333333,76,82
0.0003210987966666667,76,89
0.00037683023,76,100
0.0002879457388888889,76,97
0.0003220991044444445,76,96
0.0003422481611111111,76,96
0.00031366793888888884,76,98
0.00029980653111111115,75,83
0.0003672558555555556,74,83
0.00033681791888888886,73,83
0.00026751088,72,96
0.0003411049522222222,73,95
0.00030995251,73,100
0.0002788000677777778,71,98
0.00035410895333333334,72,98
0.0003636833277777778,73,97
0.0002679395833333333,72,97
0.0003453919855555556,71,96
0.00032767224777777783,72,96
0.00028780283777777774,73,96
0.0002766565511111111,74,96
0.0003959789788888889,74,95
0.0003010926411111111,73,94
0.00027708525444444446,73,94
0.00034081915,73,96
0.00029737721222222225,73,95
0.00028951765111111114,73,96
0.0003393901388888889,73,96
0.0003196697855555556,74,94
0.00030809479555555554,73,95
0.0002725124188888889,73,95
0.00033667501777777777,73,95
0.00031023831222222215,72,94
0.00029737721222222225,72,94
0.00031638306,72,94
0.0002872312333333333,72,93
0.0003132392355555555,73,93
0.0003255287311111111,73,94
0.00033353119333333337,72,95
0.0003341027977777778,72,94
0.00021320845777777778,72,93
0.00026808248444444447,71,93
0.0003050938722222222,71,93
0.00028651672777777777,71,93
0.00026165193444444446,71,95
0.0002890889477777778,71,95
0.00022335443666666668,70,95
0.0002735127266666667,69,95
0.00023149980000000003,70,94
0.00022678406333333332,69,95
0.00022192542555555554,70,94
0.00022621245888888888,70,94
0.00027451303444444447,71,94
0.00029980653111111115,71,95
0.00023921646,70,97
0.0002582223077777778,69,99
0.0002783713644444445,69,96
0.00026679637444444444,69,95
0.00025464978,68,96
0.00026279514333333334,68,97
0.0003479642055555555,68,98
0.00026579606666666665,70,98
0.00027208371555555557,70,102
0.0003333882922222222,70,102
0.0003583959866666667,70,101
0.0003082376966666667,70,101
0.00038283207666666666,70,101
0.0003082376966666667,71,94
0.00034925031555555554,71,94
0.00022321153555555557,71,94
0.00031609725777777785,71,93
0.00028994635444444446,71,96
0.00026265224222222225,71,97
0.00034853581,71,97
0.0003418194577777778,71,98
0.0002550784833333333,70,99
0.0002749417377777778,72,98
0.0002737985288888889,71,97
0.00023192850333333332,71,98
0.0002913753655555555,70,97
0.00025150595555555554,70,96
0.00026022292333333335,71,97
0.00023435782222222223,70,98
0.0001953458188888889,70,98
0.0002082069188888889,71,97
0.00019606032444444447,70,93
0.0003109528177777778,70,93
0.00022549795333333335,71,93
0.0002743701333333333,72,94
0.00021035043555555556,70,97
0.0003512509311111112,71,97
0.00026036582444444444,70,96
0.00024893373555555555,71,96
0.00032224200555555556,70,95
0.0003399617433333333,69,97
0.00016376467333333332,70,98
0.00026108033,70,94
0.00029752011333333334,70,93
0.00032224200555555556,71,93
0.0002795145733333333,70,94
0.0002933759811111111,70,95
0.0004569977533333333,71,95
0.00026808248444444447,71,93
0.00024221738333333334,69,93
0.0002935188822222222,70,93
6.401969777777778e-05,69,93
0.00024150287777777778,69,92
0.00021863870000000002,70,93
0.00023735874555555557,71,93
0.00028951765111111114,71,92
0.0003212416977777778,72,93
0.00026808248444444447,72,94
0.00032495712666666664,72,97
0.00029852042111111113,73,98
0.00034081915,72,96
0.0003419623588888889,70,96
0.0003641120311111111,70,96
0.0002990920255555556,69,96
0.00024950534,69,97
0.0002925185744444445,70,98
0.00027908587,70,98
0.00024593281222222224,70,97
0.0001773402788888889,72,97
0.00022849887666666666,73,93
3.501077222222222e-05,75,82
0.0001591918377777778,73,79
0.00011074836111111111,70,75
0.0013508442033333334,68,48
0.0014408719033333335,71,48
0.0016796596600000002,65,45
0.0023352899577777776,63,98
0.0008675526455555555,60,98
0.00045628324777777777,58,98
0.00016590819,56,98
2.8866024444444442e-05,53,98
1.586202333333333e-05,55,98
3.358176111111111e-05,53,98
1.6147825555555557e-05,56,98
1.257529777777775e-05,53,98
8.574066666666666e-06,57,98
1.3004001111111111e-05,60,98
7.71666e-06,64,98
6.287648888888861e-06,63,98
1.0717583333333334e-05,62,98
7.002154444444445e-06,61,100
9.860176666666667e-06,65,100
1.1432088888888888e-06,62,100
8.145363333333334e-06,59,108
1.6576528888888887e-05,57,129
2.2864177777777777e-06,53,129
1.0574682222222222e-05,49,129
1.3575605555555555e-05,44,129
2.043485888888889e-05,44,129
1.529041888888889e-05,44,129
1.028888e-05,44,129
2.1435166666666666e-06,39,129
8.288264444444443e-06,39,129
1.143208888888889e-05,39,129
1.4290111111111111e-05,39,129
