time,x,y,z
2025-07-09 17:14:33.281356,-1.048,-0.1,-0.212
2025-07-09 17:14:33.282629,-1.048,-0.1,-0.212
2025-07-09 17:14:33.300056,-1.06,-0.096,-0.212
2025-07-09 17:14:33.301305,-1.06,-0.096,-0.212
2025-07-09 17:14:33.318800,-1.052,-0.1,-0.216
2025-07-09 17:14:33.320056,-1.052,-0.1,-0.216
2025-07-09 17:14:33.337556,-1.044,-0.092,-0.204
2025-07-09 17:14:33.338792,-1.044,-0.092,-0.204
2025-07-09 17:14:33.356285,-1.044,-0.088,-0.2
2025-07-09 17:14:33.357522,-1.044,-0.088,-0.2
2025-07-09 17:14:33.375062,-1.056,-0.08,-0.192
2025-07-09 17:14:33.376305,-1.056,-0.08,-0.192
2025-07-09 17:14:33.393818,-1.052,-0.08,-0.196
2025-07-09 17:14:33.395056,-1.052,-0.08,-0.196
2025-07-09 17:14:33.412537,-1.06,-0.084,-0.188
2025-07-09 17:14:33.413770,-1.06,-0.084,-0.188
2025-07-09 17:14:33.450061,-1.068,-0.072,-0.188
2025-07-09 17:14:33.451315,-1.068,-0.072,-0.188
2025-07-09 17:14:33.468798,-1.072,-0.072,-0.192
2025-07-09 17:14:33.470044,-1.072,-0.072,-0.192
2025-07-09 17:14:33.487546,-1.08,-0.068,-0.204
2025-07-09 17:14:33.488801,-1.08,-0.068,-0.204
2025-07-09 17:14:33.506311,-1.072,-0.072,-0.216
2025-07-09 17:14:33.507960,-1.072,-0.072,-0.216
2025-07-09 17:14:33.525047,-1.064,-0.088,-0.22
2025-07-09 17:14:33.526291,-1.064,-0.088,-0.22
2025-07-09 17:14:33.543783,-1.048,-0.1,-0.232
2025-07-09 17:14:33.545037,-1.048,-0.1,-0.232
2025-07-09 17:14:33.562555,-1.044,-0.104,-0.232
2025-07-09 17:14:33.563840,-1.044,-0.104,-0.232
2025-07-09 17:14:33.581294,-1.064,-0.112,-0.224
2025-07-09 17:14:33.582552,-1.064,-0.112,-0.224
2025-07-09 17:14:33.600053,-1.064,-0.12,-0.224
2025-07-09 17:14:33.601305,-1.064,-0.12,-0.224
2025-07-09 17:14:33.618809,-1.06,-0.132,-0.224
2025-07-09 17:14:33.620067,-1.06,-0.132,-0.224
2025-07-09 17:14:33.637537,-1.072,-0.14,-0.22
2025-07-09 17:14:33.638783,-1.072,-0.14,-0.22
2025-07-09 17:14:33.656298,-1.072,-0.132,-0.22
2025-07-09 17:14:33.657556,-1.072,-0.132,-0.22
2025-07-09 17:14:33.675093,-1.068,-0.128,-0.212
2025-07-09 17:14:33.676359,-1.068,-0.128,-0.212
2025-07-09 17:14:33.693791,-1.064,-0.136,-0.216
2025-07-09 17:14:33.695038,-1.064,-0.136,-0.216
2025-07-09 17:14:33.731336,-1.072,-0.136,-0.208
2025-07-09 17:14:33.732630,-1.072,-0.136,-0.208
2025-07-09 17:14:33.750045,-1.08,-0.128,-0.2
2025-07-09 17:14:33.751310,-1.08,-0.128,-0.2
2025-07-09 17:14:33.768786,-1.064,-0.132,-0.2
2025-07-09 17:14:33.770105,-1.064,-0.132,-0.2
2025-07-09 17:14:33.787741,-1.064,-0.116,-0.196
2025-07-09 17:14:33.788984,-1.064,-0.116,-0.196
2025-07-09 17:14:33.826169,-1.076,-0.104,-0.196
2025-07-09 17:14:33.827565,-1.076,-0.104,-0.196
2025-07-09 17:14:33.843812,-1.076,-0.092,-0.18
2025-07-09 17:14:33.845245,-1.076,-0.092,-0.18
2025-07-09 17:14:33.900278,-1.068,-0.088,-0.188
2025-07-09 17:14:33.901843,-1.068,-0.088,-0.188
2025-07-09 17:14:33.956902,-1.064,-0.068,-0.188
2025-07-09 17:14:33.958429,-1.064,-0.068,-0.188
2025-07-09 17:14:33.959695,-1.068,-0.068,-0.188
2025-07-09 17:14:33.960748,-1.068,-0.068,-0.188
2025-07-09 17:14:33.961853,-1.072,-0.064,-0.192
2025-07-09 17:14:33.962854,-1.072,-0.064,-0.192
2025-07-09 17:14:33.964531,-1.076,-0.068,-0.184
2025-07-09 17:14:33.965499,-1.076,-0.068,-0.184
2025-07-09 17:14:33.966772,-1.072,-0.068,-0.188
2025-07-09 17:14:33.967721,-1.072,-0.068,-0.188
2025-07-09 17:14:33.975054,-1.068,-0.064,-0.18
2025-07-09 17:14:33.976431,-1.068,-0.064,-0.18
2025-07-09 17:14:33.993796,-1.068,-0.076,-0.184
2025-07-09 17:14:33.995171,-1.068,-0.076,-0.184
2025-07-09 17:14:34.031311,-1.064,-0.088,-0.176
2025-07-09 17:14:34.032671,-1.064,-0.088,-0.176
2025-07-09 17:14:34.050024,-1.064,-0.088,-0.172
2025-07-09 17:14:34.051393,-1.064,-0.088,-0.172
2025-07-09 17:14:34.068767,-1.064,-0.092,-0.18
2025-07-09 17:14:34.070115,-1.064,-0.092,-0.18
2025-07-09 17:14:34.087531,-1.068,-0.092,-0.172
2025-07-09 17:14:34.088851,-1.068,-0.092,-0.172
2025-07-09 17:14:34.106260,-1.072,-0.088,-0.176
2025-07-09 17:14:34.107574,-1.072,-0.088,-0.176
2025-07-09 17:14:34.125002,-1.068,-0.1,-0.188
2025-07-09 17:14:34.126315,-1.068,-0.1,-0.188
2025-07-09 17:14:34.143774,-1.076,-0.096,-0.196
2025-07-09 17:14:34.145091,-1.076,-0.096,-0.196
2025-07-09 17:14:34.162533,-1.072,-0.104,-0.188
2025-07-09 17:14:34.164305,-1.072,-0.104,-0.188
2025-07-09 17:14:34.200058,-1.064,-0.1,-0.188
2025-07-09 17:14:34.201662,-1.064,-0.1,-0.188
2025-07-09 17:14:34.202782,-1.076,-0.104,-0.192
